,Marca,Modelo,Año,Combustible,CV,Cilindros,Transmisión,Tracción,Puertas,Mercado,Tamaño,Estilo,Consumo Carretera,Consumo Ciudad,Popularidad,Precio
7217,0.0,1.0,2010,1.0,150.0,5.0,1.0,1.0,2,1.0,0.0,0.0,29.0,20.0,0.21874197689345315,19790.0
7235,0.0,1.0,2009,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,26220.0
7236,0.0,1.0,2009,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,24560.0
7237,0.0,1.0,2009,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,22240.0
7238,0.0,1.0,2009,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,23900.0
7239,0.0,1.0,2010,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,23250.0
7240,0.0,1.0,2010,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,25750.0
7241,0.0,1.0,2010,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,23235.0
7242,0.0,1.0,2010,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,26750.0
7243,0.0,1.0,2010,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,21590.0
7244,0.0,1.0,2010,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,20.0,16.0,0.46983311938382544,27410.0
7245,0.0,1.0,2010,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,20.0,16.0,0.46983311938382544,28410.0
7246,0.0,1.0,2010,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,24895.0
7249,0.0,1.0,2011,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,28995.0
7250,0.0,1.0,2011,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,27245.0
7251,0.0,1.0,2011,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,27995.0
7252,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,23995.0
7253,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,21590.0
7254,0.0,1.0,2011,1.0,260.0,6.0,1.0,1.0,4,1.0,1.0,1.0,21.0,16.0,0.46983311938382544,26245.0
7255,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,23235.0
7256,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,16.0,0.46983311938382544,22245.0
7257,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,24985.0
7258,0.0,1.0,2011,1.0,210.0,6.0,1.0,1.0,4,0.0,1.0,1.0,21.0,15.0,0.46983311938382544,23340.0
7270,0.0,1.0,2015,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,28.0,21.0,0.11116816431322209,35880.0
7271,0.0,1.0,2015,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,36580.0
7272,0.0,1.0,2015,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,28.0,21.0,0.11116816431322209,37980.0
7273,0.0,1.0,2015,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,34480.0
7274,0.0,1.0,2016,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,34965.0
7275,0.0,1.0,2016,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,37065.0
7276,0.0,1.0,2016,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,36365.0
7277,0.0,1.0,2016,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,27.0,22.0,0.11116816431322209,38465.0
7278,0.0,1.0,2017,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,27.0,22.0,0.11116816431322209,38585.0
7279,0.0,1.0,2017,1.0,235.0,4.0,1.0,0.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,36485.0
7280,0.0,1.0,2017,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,37185.0
7281,0.0,1.0,2017,1.0,235.0,4.0,1.0,1.0,4,1.0,1.0,1.0,28.0,22.0,0.11116816431322209,35085.0
7316,0.0,1.0,2014,1.0,274.0,4.0,1.0,1.0,4,1.0,1.0,1.0,31.0,20.0,0.43620025673940954,27500.0
7320,0.0,1.0,2014,1.0,274.0,4.0,1.0,1.0,4,1.0,1.0,1.0,31.0,20.0,0.43620025673940954,35300.0
7324,0.0,1.0,2015,1.0,274.0,4.0,1.0,1.0,4,1.0,1.0,1.0,31.0,20.0,0.43620025673940954,27700.0
7325,0.0,1.0,2015,1.0,274.0,4.0,1.0,1.0,4,1.0,1.0,1.0,31.0,20.0,0.43620025673940954,35500.0
7327,0.0,1.0,2016,1.0,245.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,22.0,0.43620025673940954,29940.0
7331,0.0,1.0,2016,1.0,245.0,4.0,1.0,1.0,4,1.0,1.0,1.0,32.0,22.0,0.43620025673940954,36040.0
7332,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,30295.0
7333,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,24895.0
7334,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,25195.0
7335,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,29995.0
7336,0.0,1.0,2015,1.0,256.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.1589216944801027,32995.0
7337,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,26995.0
7338,0.0,1.0,2015,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,27295.0
7339,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,30695.0
7340,0.0,1.0,2016,1.0,256.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.1589216944801027,33395.0
7341,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,25295.0
7342,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,27695.0
7343,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,27395.0
7344,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,24995.0
7345,0.0,1.0,2016,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,33.0,25.0,0.1589216944801027,30395.0
7346,0.0,1.0,2017,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,32.0,25.0,0.1589216944801027,35995.0
7347,0.0,1.0,2017,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,32.0,25.0,0.1589216944801027,25645.0
7348,0.0,1.0,2017,1.0,256.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.1589216944801027,34995.0
7349,0.0,1.0,2017,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,32.0,25.0,0.1589216944801027,27695.0
7350,0.0,1.0,2017,1.0,256.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.1589216944801027,38195.0
7351,0.0,1.0,2017,1.0,175.0,4.0,1.0,0.0,4,0.0,1.0,1.0,32.0,25.0,0.1589216944801027,32390.0
7352,0.0,1.0,2015,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,30.0,24.0,0.10654685494223363,22195.0
7353,0.0,1.0,2015,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,21295.0
7354,0.0,1.0,2015,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,26.0,23.0,0.10654685494223363,22695.0
7355,0.0,1.0,2015,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,26.0,23.0,0.10654685494223363,24995.0
7356,0.0,1.0,2015,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,32.0,25.0,0.10654685494223363,22795.0
7357,0.0,1.0,2015,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,30.0,24.0,0.10654685494223363,24195.0
7358,0.0,1.0,2015,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,30.0,24.0,0.10654685494223363,19595.0
7359,0.0,1.0,2015,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,32.0,25.0,0.10654685494223363,20795.0
7360,0.0,1.0,2015,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,23595.0
7361,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,23995.0
7362,0.0,1.0,2016,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,29.0,23.0,0.10654685494223363,22195.0
7363,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,22695.0
7364,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,25395.0
7365,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,23895.0
7366,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,22495.0
7367,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,21295.0
7368,0.0,1.0,2016,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,31.0,24.0,0.10654685494223363,20795.0
7369,0.0,1.0,2016,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,29.0,23.0,0.10654685494223363,19595.0
7370,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,27395.0
7371,0.0,1.0,2016,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,25995.0
7372,0.0,1.0,2017,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,24195.0
7373,0.0,1.0,2017,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,29.0,23.0,0.10654685494223363,22495.0
7374,0.0,1.0,2017,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,25695.0
7375,0.0,1.0,2017,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,30.0,24.0,0.10654685494223363,20995.0
7376,0.0,1.0,2017,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,27.0,22.0,0.10654685494223363,27695.0
7377,0.0,1.0,2017,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,24195.0
7378,0.0,1.0,2017,1.0,168.0,4.0,1.0,1.0,4,0.0,0.0,1.0,28.0,23.0,0.10654685494223363,22695.0
7379,0.0,1.0,2017,1.0,148.0,4.0,1.0,1.0,4,0.0,0.0,1.0,29.0,23.0,0.10654685494223363,19795.0
7380,0.0,1.0,2015,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,26195.0
7381,0.0,1.0,2015,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,24195.0
7382,0.0,1.0,2015,1.0,224.0,6.0,1.0,0.0,4,0.0,1.0,1.0,28.0,20.0,0.10654685494223363,28195.0
7383,0.0,1.0,2015,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,23195.0
7384,0.0,1.0,2016,1.0,224.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.10654685494223363,30995.0
7385,0.0,1.0,2016,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,24995.0
7386,0.0,1.0,2016,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,26995.0
7387,0.0,1.0,2016,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,22995.0
7388,0.0,1.0,2016,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,23995.0
7389,0.0,1.0,2016,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,25995.0
7390,0.0,1.0,2016,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,31.0,25.0,0.10654685494223363,24995.0
7391,0.0,1.0,2017,1.0,224.0,6.0,1.0,0.0,4,0.0,1.0,1.0,27.0,20.0,0.10654685494223363,31695.0
7392,0.0,1.0,2017,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,30.0,25.0,0.10654685494223363,24495.0
7393,0.0,1.0,2017,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,24995.0
7394,0.0,1.0,2017,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,27495.0
7395,0.0,1.0,2017,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,30.0,25.0,0.10654685494223363,25495.0
7396,0.0,1.0,2017,1.0,166.0,4.0,1.0,0.0,4,0.0,1.0,1.0,29.0,24.0,0.10654685494223363,26495.0
7397,0.0,1.0,2017,1.0,166.0,4.0,1.0,1.0,4,0.0,1.0,1.0,30.0,25.0,0.10654685494223363,23495.0
7398,0.0,1.0,2007,1.0,200.0,6.0,1.0,1.0,4,0.0,1.0,1.0,23.0,16.0,0.2546854942233633,24460.0
7399,0.0,1.0,2007,1.0,255.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,15.0,0.2546854942233633,33775.0
7400,0.0,1.0,2007,1.0,255.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,15.0,0.2546854942233633,27600.0
7401,0.0,1.0,2007,1.0,255.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,27550.0
7402,0.0,1.0,2007,1.0,255.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,35825.0
7403,0.0,1.0,2007,1.0,255.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,30250.0
7404,0.0,1.0,2008,1.0,253.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,30310.0
7405,0.0,1.0,2008,1.0,253.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,27225.0
7406,0.0,1.0,2008,1.0,253.0,6.0,1.0,1.0,4,0.0,1.0,1.0,23.0,15.0,0.2546854942233633,34150.0
7407,0.0,1.0,2008,1.0,253.0,6.0,1.0,0.0,4,0.0,1.0,1.0,22.0,14.0,0.2546854942233633,36195.0
7408,0.0,1.0,2008,1.0,253.0,6.0,1.0,1.0,4,0.0,1.0,1.0,23.0,15.0,0.2546854942233633,28265.0
7409,0.0,1.0,2008,1.0,200.0,6.0,1.0,1.0,4,0.0,1.0,1.0,22.0,15.0,0.2546854942233633,24635.0
7410,0.0,1.0,2017,1.0,287.0,6.0,1.0,1.0,4,1.0,1.0,1.0,28.0,18.0,0.2546854942233633,42495.0
7416,0.0,1.0,2015,1.0,310.0,6.0,0.0,0.0,4,1.0,1.0,1.0,27.0,18.0,0.43491655969191273,82800.0
7424,0.0,1.0,2015,1.0,310.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,18.0,0.43491655969191273,78100.0
7426,0.0,1.0,2016,1.0,310.0,6.0,0.0,0.0,4,1.0,1.0,1.0,27.0,18.0,0.43491655969191273,82800.0
7429,0.0,1.0,2016,1.0,310.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,18.0,0.43491655969191273,78100.0
7431,0.0,1.0,2016,1.0,310.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,18.0,0.43491655969191273,80000.0
7433,0.0,1.0,2016,1.0,310.0,6.0,0.0,0.0,4,1.0,1.0,1.0,27.0,18.0,0.43491655969191273,84300.0
7437,0.0,1.0,2003,1.0,240.0,6.0,1.0,1.0,4,1.0,1.0,1.0,25.0,16.0,0.034403080872913994,39725.0
7439,0.0,1.0,2004,1.0,240.0,6.0,1.0,1.0,4,1.0,1.0,1.0,26.0,16.0,0.034403080872913994,40425.0
7441,0.0,1.0,2005,1.0,240.0,6.0,1.0,1.0,4,1.0,1.0,1.0,26.0,17.0,0.034403080872913994,40730.0
7450,0.0,1.0,2015,0.0,150.0,4.0,0.0,1.0,4,1.0,1.0,1.0,42.0,30.0,0.21874197689345315,29125.0
7454,0.0,1.0,2015,0.0,150.0,4.0,0.0,1.0,4,1.0,1.0,1.0,42.0,30.0,0.21874197689345315,30850.0
7460,0.0,1.0,2015,0.0,150.0,4.0,0.0,1.0,4,1.0,1.0,1.0,42.0,30.0,0.21874197689345315,33925.0
7479,0.0,1.0,2016,1.0,280.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.21874197689345315,36835.0
7487,0.0,1.0,2017,1.0,280.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.21874197689345315,29295.0
7493,0.0,1.0,2017,1.0,280.0,6.0,0.0,1.0,4,1.0,1.0,1.0,28.0,20.0,0.21874197689345315,33995.0
7514,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,29510.0
7515,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,29780.0
7516,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,37900.0
7517,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,41560.0
7518,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,34830.0
7519,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,31200.0
7520,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,34500.0
7521,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,32810.0
7522,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,36210.0
7523,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,33140.0
7524,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,43250.0
7525,0.0,1.0,2015,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,31470.0
7526,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,33150.0
7527,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,38100.0
7528,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,41610.0
7529,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,43300.0
7530,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,29830.0
7531,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,36410.0
7532,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,34840.0
7533,0.0,1.0,2016,1.0,260.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,31520.0
7534,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,37790.0
7535,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,32980.0
7536,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,36100.0
7537,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,30290.0
7538,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5103979460847241,42070.0
7539,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,34670.0
7540,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,43760.0
7541,0.0,1.0,2017,1.0,284.0,6.0,1.0,1.0,4,0.0,1.0,1.0,26.0,19.0,0.5103979460847241,31980.0
7542,0.0,1.0,2004,1.0,335.0,8.0,1.0,0.0,4,1.0,1.0,1.0,21.0,14.0,0.21874197689345315,64600.0
7545,0.0,1.0,2005,1.0,335.0,8.0,1.0,0.0,4,1.0,1.0,1.0,21.0,14.0,0.21874197689345315,66950.0
7547,0.0,1.0,2005,1.0,335.0,8.0,1.0,0.0,4,1.0,1.0,1.0,21.0,14.0,0.21874197689345315,74600.0
7551,0.0,1.0,2006,1.0,335.0,8.0,1.0,0.0,4,1.0,1.0,1.0,21.0,14.0,0.21874197689345315,66700.0
7552,0.0,1.0,2006,1.0,335.0,8.0,1.0,0.0,4,1.0,1.0,1.0,21.0,14.0,0.21874197689345315,74350.0
7591,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,33720.0
7592,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,40020.0
7593,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,36970.0
7594,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,33120.0
7595,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,41620.0
7596,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,38970.0
7597,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,31470.0
7598,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,34720.0
7599,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,36970.0
7600,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,35370.0
7601,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,29870.0
7602,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,32120.0
7603,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,25.0,18.0,0.5599486521181002,37370.0
7604,0.0,1.0,2015,1.0,250.0,6.0,1.0,1.0,4,0.0,1.0,1.0,24.0,17.0,0.5599486521181002,38570.0
7605,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,39455.0
7606,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,19.0,0.5599486521181002,46570.0
7607,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,38855.0
7609,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,37855.0
7610,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,33580.0
7611,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,36055.0
7612,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,31945.0
7613,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,37055.0
7614,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,30145.0
7615,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,34380.0
7616,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,32580.0
7617,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,35380.0
7618,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,20.0,0.5599486521181002,41170.0
7619,0.0,1.0,2016,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,19.0,0.5599486521181002,42970.0
7621,0.0,1.0,2016,1.0,280.0,6.0,1.0,1.0,4,0.0,1.0,1.0,27.0,19.0,0.5599486521181002,37655.0
7622,0.0,1.0,2017,1.0,280.0,6.0,1.0,0.0,4,0.0,1.0,1.0,26.0,18.0,0.5599486521181002,39255.0
